Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier
ORD1942,CUST173,Beauty,Credit Card,382.04,50,4,3.0,3.0,No,Tier 1
ORD1943,CUST323,Fashion,upi,2370.98,30,2,3.0,4.0,No,Tier 1
ORD1944,CUST115,Fashion,UPI,1903.99,15,2,2.0,3.0,No,Tier 1
ORD1945,CUST299,Home,Credit Card,2424.12,10,3,,5.0,Yes,
ORD1946,CUST201,Beauty,UPI,4737.5,15,4,6.0,5.0,No,Tier 2
ORD1947,CUST303,Electronics,Credit Card,2447.44,30,2,2.0,3.0,No,Tier 2
ORD1948,CUST251,Electronics,Credit Card,1617.56,15,3,14.0,2.0,No,Tier 3
ORD1949,CUST255, Books ,upi,3120.61,20,5,14.0,3.0,Yes,Tier 3
ORD1950,CUST216,Electronics,UPI,1877.82,5,3,8.0,5.0,No,Tier 1
ORD1951,CUST107,Home,COD,986.67,15,3,8.0,4.0,No,Tier 2
ORD1952,CUST221,Home,Debit Card,3452.34,20,2,13.0,3.0,No,Tier 2
ORD1953,CUST191,Electronics,Debit Card,576.35,5,6,14.0,3.0,No,Tier 3
ORD1954,CUST263,Electronics,Credit Card,2081.01,50,6,12.0,4.0,Yes,Tier 1
ORD1955,CUST189,Books,Credit Card,3400.07,10,7,5.0,3.0,No,Tier 2
ORD1956,CUST235,Electronics,COD,2171.33,30,6,10.0,5.0,No,Tier 1
ORD1957,CUST285,Books,upi,1992.4,50,3,,2.0,No,Tier 3
ORD1958,CUST159,Books,Credit Card,2295.36,10,7,4.0,5.0,Yes,Tier 1
ORD1959,CUST277,Electronics,Credit Card,1138.39,50,2,1.0,3.0,No,Tier 1
ORD1960,CUST127,Fashion,UPI,3309.24,0,4,11.0,4.0,No,Tier 1
ORD1961,CUST319,Fashion,upi,541.17,50,3,2.0,3.0,No,Tier 1
ORD1962,CUST200,Books,Credit Card,404.39,20,3,10.0,5.0,No,Tier 2
ORD1963,CUST140,Electronics,UPI,704.28,5,7,10.0,,Yes,Tier 1
ORD1964,CUST327,Fashion,COD,1337.58,50,2,4.0,,No,
ORD1965,CUST291,Electronics,Credit Card,1271.75,15,5,1.0,4.0,No,Tier 3
ORD1966,CUST254,Electronics,Credit Card,2777.2,10,3,13.0,4.0,No,Tier 1
ORD1967,CUST345,Electronics,Debit Card,977.7,50,5,8.0,5.0,No,Tier 2
ORD1968,CUST290,Beauty,upi,1193.47,5,5,9.0,5.0,No,Tier 1
ORD1969,CUST244,,Credit Card,220.19,20,6,4.0,3.0,No,Tier 1
ORD1970,CUST300,,UPI,990.79,0,2,10.0,5.0,No,Tier 3
ORD1971,CUST260,Books,UPI,1765.22,10,5,3.0,4.0,No,Tier 2
ORD1972,CUST344,Fashion,UPI,223.44,30,2,2.0,3.0,No,Tier 1
ORD1973,CUST311,Fashion,Debit Card,694.59,5,6,5.0,3.0,No,Tier 3
ORD1974,CUST304,Fashion,UPI,549.71,30,2,,3.0,No,Tier 3
ORD1975,CUST319,Fashion,,264.34,5,3,3.0,4.0,No,Tier 3
ORD1976,CUST339,Fashion,UPI,1178.76,5,5,10.0,3.0,No,Tier 1
ORD1977,CUST256,Fashion,,500.83,20,2,7.0,2.0,No,Tier 1
ORD1978,CUST240, Fashion ,UPI,2238.49,20,4,11.0,2.0,No,Tier 2
ORD1979,CUST145,Books,COD,3025.1,20,2,6.0,4.0,No,Tier 2
ORD1980,CUST134,Electronics,Credit Card,1383.12,50,5,1.0,5.0,No,Tier 1
ORD1981,CUST233,Home,COD,6201.88,15,6,12.0,4.0,Yes,Tier 2
ORD1982,CUST181,Beauty,COD,1098.06,5,6,8.0,1.0,No,Tier 1
ORD1983,CUST214,Home,Credit Card,1280.37,10,5,2.0,2.0,Yes,Tier 2
ORD1984,CUST296,Home,UPI,6994.78,30,3,5.0,,No,Tier 1
ORD1985,CUST146,Electronics,UPI,595.07,20,3,9.0,4.0,No,Tier 2
ORD1986,CUST252,Electronics,Credit Card,4485.15,50,6,8.0,4.0,No,Tier 1
ORD1987,CUST293,Electronics,UPI,265.67,20,6,2.0,1.0,Yes,Tier 3
ORD1988,CUST109,Fashion,Credit Card,1086.93,30,5,9.0,5.0,No,Tier 2
ORD1989,CUST155,Books,Credit Card,308.86,30,3,5.0,4.0,Yes,Tier 2
ORD1990,CUST129,Fashion,COD,2159.75,5,6,10.0,3.0,No,Tier 3
ORD1991,CUST341,Books,Credit Card,1606.31,20,3,14.0,2.0,No,Tier 2
ORD1992,CUST208,Books,COD,2039.5,30,6,6.0,4.0,No,Tier 3
ORD1993,CUST104,Home,UPI,903.76,15,2,13.0,5.0,No,Tier 1
ORD1994,CUST218,Home,COD,891.82,15,4,3.0,5.0,Yes,Tier 1
ORD1995,CUST347,Books,UPI,269.57,20,7,13.0,4.0,No,Tier 1
ORD1996,CUST132,Books,Credit Card,846.05,50,2,3.0,5.0,Yes,Tier 1
ORD1997,CUST217,Fashion,Debit Card,4173.72,30,7,10.0,2.0,No,Tier 3
ORD1998,CUST164,Fashion,Credit Card,915.18,5,6,8.0,4.0,Yes,Tier 1
ORD1999,CUST245,Home,UPI,2870.05,5,4,11.0,5.0,No,Tier 2
ORD1521,CUST252,Electronics,Credit Card,1223.83,15,7,14.0,5.0,No,Tier 3
ORD1737,CUST336,Home,Credit Card,1694.22,50,7,7.0,,No,Tier 3
ORD1740,CUST219,Electronics,Credit Card,433.13,0,5,2.0,4.0,No,Tier 2
ORD1660,CUST132,Home,Credit Card,2486.07,15,4,4.0,4.0,No,Tier 1
ORD1411,CUST132,Electronics,Debit Card,2057.51,0,7,12.0,4.0,No,Tier 2
ORD1678,CUST347, Fashion ,UPI,585.69,15,7,13.0,4.0,No,Tier 3
ORD1626,CUST330, Beauty ,Debit Card,4670.04,50,7,12.0,4.0,Yes,
ORD1513,CUST275,,Credit Card,623.16,50,2,3.0,3.0,Yes,Tier 1
ORD1859,CUST343,Home,upi,2516.33,0,7,14.0,4.0,No,Tier 1
ORD1136,CUST235,Books,COD,2864.02,5,4,9.0,4.0,No,Tier 1
ORD1811,CUST152,Home,UPI,1555.07,10,7,1.0,,No,Tier 2
ORD1076,CUST287,Electronics,UPI,471.61,30,2,7.0,4.0,No,Tier 1
ORD1636,CUST243,Home,Credit Card,498.03,0,3,14.0,4.0,No,Tier 2
ORD1973,CUST311,Fashion,Debit Card,694.59,5,6,5.0,3.0,No,Tier 3
ORD1938,CUST314,Fashion,Credit Card,4257.45,5,4,1.0,,No,Tier 1
